Sample Input,Translation,Ground Truth
The Binladin family has been close to Saudi Arabia's ruling family for decades and runs major building projects.,Die Familie Binladin befindet sich seit Jahrzehnten in der Nähe der regierenden Familie Saudi-Arabiens und leitet große Bauprojekte.,Die Familie Bin Laden ist seit Jahrzehnten mit der Herrscherfamilie von Saudi Arabien verbunden und übernimmt größere Bauprojekte.
Al Qaida's late leader Osama bin Laden was a renegade son disowned by the family in the 1990s.,"Al Qaidas verstorbener Führer Osama bin Laden war in den 1990er Jahren ein renegader Sohn, der von der Familie enteignet wurde.","Der verstorbene Führer von Al Qaida, Osama bin Laden, war ein abtrünniger Sohn, der in den 1990-er Jahren von der Familie enteignet wurde."
"The crash came amid high winds and rain just days before millions arrive in the kingdom for the pilgrimage, which is required at least once in the life of every able-bodied Muslim.","Der Absturz kam inmitten hoher Winde und Regen nur wenige Tage vor der Ankunft von Millionen in das Königreich für die Pilgerfahrt, die mindestens einmal im Leben jedes fähigen Moslems erforderlich ist.","Der Absturz des Krans kam inmitten starker Winde und Regen, nur wenige Tage vor Ankunft von Millionen im Königreich für die Pilgerreise, die mindestens einmal im Leben eines jeden gesunden Muslims erforderlich ist."
Officials said 158 people remain in hospital.,Angaben von Beamten zufolge bleiben 158 Personen im Krankenhaus.,"Beamte sagten, dass 158 Menschen im Krankenhaus bleiben."
"Officials ordered one million riyals (£174,000) be paid to the relatives of those killed, and the same amount to those permanently injured.","Die Beamten haben angeordnet, dass die Verwandten der Töteten eine Million riyals (174.000 Pfund) bezahlt werden und die gleichen Beträge an die ständig verletzten Personen gezahlt werden.","Regierungsvertreter ordneten an, dass 1 Million Rial (£ 174.000) an die Angehörigen der Getöteten zu zahlen sind und die gleiche Summe an dauerhaft Verletzte."
Others injured will receive half that amount.,Andere Verletzte erhalten die Hälfte dieses Betrags.,Andere Verletzte erhalten die Hälfte dieses Betrags.
B&Q boss says Eastern European tradesmen working cheap is behind trend,"B&Q-Chef sagt, dass osteuropäische Händler, die billig arbeiten, hinter dem Trend zurückbleiben","B&Q Boss sagt, dass die Zeit der billigen osteuropäischen Handwerker vorüber ist"
Britons are increasingly employing handymen says Veronique Laury,"Britons beschäftigen immer mehr Handhaber, sagt Veronique Laury","Briten beschäftigen zunehmend Handwerker, sagt Veronique Laury"
Number of skilled tradesmen from Eastern Europe behind rise,Zahl der qualifizierten Fachleute aus Osteuropa steigt,Die Anzahl qualifizierter Handwerker aus Osteuropa hat Anstieg hinter sich
"Resulting in 200 more Screwfix stores, aimed at tradesmen, opening","Das Ergebnis ist 200 weitere Schraubenfix-Geschäfte, die an Händler gerichtet sind, ffnung","Das führt dazu, dass 200 weitere Screwfix-Läden, die auf Handwerker abzielen, eröffnet werden"
At same time Kingfisher is closing 60 B&Q outlets across the country,Gleichzeitig schließt Kingfisher 60 B&Q-Geschäfte im ganzen Land,Gleichzeitig wird Kingfisher 60 B&Q Verkaufsstellen landesweit schließen
"By Rupert Steiner, Chief City Correspondent for the Daily Mail","Von Rupert Steiner, Hauptstadtkorrespondent für die Daily Mail","Von Rupert Steiner, City Chef-Korrespondent der Daily Mail"
Britons are said to be putting down their hammers and paintbrushes in favour of employing skilled Eastern European tradesmen to carry out work in their home,"Die Briten sollen ihre Hammere und Bürsten abbauen, um qualifizierte osteuropäische Händler zu beschäftigen, die in ihrem Heimatland arbeiten.","Es wird behauptet, dass Briten ihre Hämmer und Pinsel zugunsten des Einsatzes von qualifizierten osteuropäischen Handwerkern, die die Arbeiten in ihrem Zuhause durchführen, niederlegen"
"If you are handy with a hammer or a whizz at painting walls, it seems you are in the minority these days.","Wenn Sie mit einem Hammer oder einem Whizz bei der Malung von Wänden praktisch sind, scheint es, dass Sie heute in der Minderheit sind.","Wenn Sie geschickt mit einem Hammer oder einem Pinsel zum Anstreichen von Wänden umgehen können, gehören Sie heutzutage anscheinend zu einer Minderheit."
"Because Britons are increasingly employing handymen to carry out DIY jobs in their homes, according to the boss of the company behind B&Q.","Weil Britons immer mehr Handhaber beschäftigen, um DIY-Arbeitsplätze in ihren Häusern zu erledigen, so der Chef des Unternehmens hinter B&Q.","Denn Briten beschäftigen zunehmend Handwerker, um Heimwerkerjobs in ihren Häusern durchzuführen, so der Chef des Unternehmens hinter B&Q."
"Veronique Laury, new chief executive of Kingfisher, which owns the home improvement chain, said a big rise in the number of skilled tradesmen from Eastern Europe offering services at rock-bottom prices is behind the trend.","Veronique Laury, neue Geschäftsführerin von Kingfisher, der Eigentümerin der Home Improvement-Kette, sagte, dass ein großer Anstieg der Zahl qualifizierter Fachleute aus Osteuropa, die Dienstleistungen zu niedrigsten Preisen anbieten, hinter diesem Trend zurücksteht.","Véronique Laury, neue Geschäftsführerin von Kingfisher, der die Baumärkte-Kette besitzt, sagte, dass ein großer Anstieg der Zahl von qualifizierte Handwerker aus Osteuropa, die Dienstleistungen zu Tiefstpreisen anbieten sei inzwischen überholt."
"As a result, Kingfisher is planning to open 200 more Screwfix stores, which are aimed at tradesmen, while closing 60 B&Q outlets.","Infolgedessen plant Kingfisher, 200 weitere Screwfix-Läden zu eröffnen, die an Händler gerichtet sind, während 60 B&Q-Läden geschlossen werden.","Daher plant Kingfisher, 200 weitere Screwfix Shops zu eröffnen, die sich an Handwerker richten und 60 Verkaufsstellen von B&Q zu schließen."
Mrs Laury said she wants more women to be employed in B&Q shops because eight out of ten purchasing decisions in store are made by the fairer sex.,"Frau Laury hat gesagt, dass sie mehr Frauen in B&Q-Läden beschäftigen will, weil acht von zehn Kaufentscheidungen im Lager von einem gerechteren Geschlecht getroffen werden.","Mrs Laury sagte, sie wolle mehr Frauen in B & Q-Shops beschäftigen, denn acht von zehn Kaufentscheidungen im Laden werden von Frauen getroffen."
Currently the majority of staff are men.,Derzeit sind die meisten Mitarbeiter Männer.,Im Augenblick überwiegen bei den Mitarbeitern die Männer.
She said there was a need to address growing demographic trends which have seen more single female households who are doing more home improvements than in the past.,"Sie sagte, dass es notwendig sei, sich mit den wachsenden demografischen Trends auseinanderzusetzen, bei denen mehr alleinstehende Haushalte gesehen wurden, die mehr Haushaltsverbesserungen durchführen als in der Vergangenheit.","Sie sagte, es sei notwendig, sich den wachsenden demographischen Trends zu stellen, die mehr weibliche Single-Haushalte aufweisen, die mehr Renovierungen vornehmen als in der Vergangenheit."
"Mrs Laury said: ""We still have a majority of men working in our stores.","Frau Laury sagte: ""Wir haben immer noch eine Mehrheit der Männer in unseren Läden.","Mrs Laury sagte: ""Es arbeitet immer noch eine Mehrheit von Männern in unseren Filialen."
We need to move more towards a balance.,Wir müssen uns mehr in Richtung eines Gleichgewichts bewegen.,Wir müssen dies stärker hin zu einem Gleichgewicht verschieben.
Fundamentally half of our customers are female with 80 per cent of the decisions over items purchased taken by women.,"Grundsätzlich sind die Hälfte unserer Kunden weiblich, wobei 80 Prozent der von Frauen getroffenen Entscheidungen über erworbene Produkte getroffen werden.",Grundsätzlich besteht die Hälfte unserer Kunden aus Frauen mit 80 Prozent der Entscheidungen über den Kauf von Artikeln durch Frauen.
Women play a big part in the decision-making process.,Frauen spielen eine große Rolle im Entscheidungsprozess.,Frauen spielen eine große Rolle im Entscheidungsprozess.
"Mrs Laury, who is one of only five women at the helm of Britain's FTSE100 index of leading firms, has also restructured her top team to reflect an equal number of men and women directors.","Frau Laury, die eine von nur fünf Frauen an der Spitze des britischen FTSE100-Indexes führender Unternehmen ist, hat auch ihr Spitzenteam umstrukturiert, um eine gleiche Anzahl von Männern und Frauen Direktoren zu widerspiegeln.","Mrs Laury, die eine von nur fünf Frauen an der Spitze eines britischen im FTSE100 Index gelisteten führenden Unternehmen ist, hat auch ihr Top-Team umstruktiert, um eine gleiche Anzahl von Männern und Frauen in Führungspositionen zu reflektieren."
"Kingfisher is almost alone in having exactly 50 per cent of its team staffed by women, including its chief executive and finance director.","Kingfisher ist fast allein, wenn es genau 50 % seines Teams von Frauen, einschließlich seines Chefs und Finanzdirektors, besetzt.","Kingfisher ist fast das einzige Unternehmen, das genau 50 Prozent des Teams mit Frauen besetzt hat, einschließlich seiner Geschäftsführung und Finanzvorstand."
"Mrs Laury said: ""This was a conscious decision - diversity is an important topic here.","Frau Laury sagte: ""Dies war eine bewusste Entscheidung - Vielfalt ist hier ein wichtiges Thema.","Mrs Laury sagte: ""Dies war eine bewusste Entscheidung - Vielfalt ist hier ein wichtiges Thema."
It has not been difficult to find good women to put on our board.,"Es war nicht schwierig, gute Frauen zu finden, die in unserem Gremium stehen.","Es war nicht schwierig, gute Frauen für unseren Aufsichtsrat zu finden."
Kingfisher posted a fall in both half-year profit and sales after the group shouldered the cost of shutting stores.,"Kingfisher verzeichnete einen Rückgang des halbjährigen Gewinns und des Umsatzes, nachdem die Gruppe die Kosten für die Schließung von Läden erwirtschaftet hatte.","Kingfisher vermeldete einen Rückgang beim Halbjahresgewinn und den Umsätzen, nachdem die Gruppe die Kosten für das Schließen der Läden schulterte."
"As a result of the trend Kingfisher, which owns Screwfix and B&Q, is opening 200 new stores","Als Folge des Trends öffnet Kingfisher, der Screwfix und B&Q besitzt, 200 neue Geschäfte.","Wegen des Trends wird Kingfisher, der Screwfix und B&Q besitzt, 200 neue Filialen eröffnen."
Officials from Aich-Dob in court for breach of trust,Beamte von Aich-Dob vor Gericht wegen Vertrauensverstoß,Funktionäre von Aich/Dob wegen Untreue vor Gericht
Two officials from the Austrian volleyball runner-up champion team Aich-Dob attended the Klagenfurt regional court on Wednesday to answer charges of breach of trust and tax evasion.,"Zwei Vertreter des österreichischen Volleyballsiegers Aich-Dob nahmen am Mittwoch am Regionalgericht Klagenfurt teil, um Anklage wegen Vertrauensverstoß und Steuerhinterziehung zu erheben.",Am Landesgericht Klagenfurt haben sich am Mittwoch zwei Funktionäre des österreichischen Volleyball-Vizemeisters Aich/Dob wegen Untreue und Abgabenhinterziehung verantworten müssen.
The defendants pleaded not guilty.,Die Angeklagten plädierten nicht für schuldig.,Die Angeklagten bekannten sich nicht schuldig.
One of them had also also been charged with abuse of his position.,Einer von ihnen wurde auch wegen Missbrauch seiner Position angeklagt.,Einer von ihnen war auch wegen Amtsmissbrauchs angeklagt gewesen.
He was legally acquitted of this charge in May.,Er wurde im Mai rechtlich von dieser Anklage freigesprochen.,Von diesem Vorwurf ist er im Mai rechtskräftig freigesprochen worden.
The current case was adjourned.,Der aktuelle Fall wurde verschoben.,Der aktuelle Prozess wurde vertagt.
"According to senior Public Prosecutor Robert Riffel, it emerged during preliminary investigations that in the years 2006 to 2011 the defendants used monies from the club's accounts, to which they had access due to their roles, for private purposes.","Laut dem obersten Staatsanwalt Robert Riffel ergab es bei vorläufigen Untersuchungen, dass die Angeklagten in den Jahren 2006 bis 2011 Gelder aus den Konten des Clubs verwendeten, auf die sie aufgrund ihrer Rolle Zugriff hatten, für private Zwecke.","Laut Oberstaatsanwalt Robert Riffel hatte sich in der Voruntersuchung herauskristallisiert, dass die Angeklagten in den Jahren 2006 bis 2011 Gelder von Vereinskonten, über die sie in ihren Funktionen disponieren durften, für private Zwecke verwendeten."
